f,psd
0.00788,8.969061025762049e-41
0.0079,9.679576369128628e-41
0.00792,7.568929739786078e-41
0.007940000000000001,9.385271883009893e-41
0.00796,1.2128218254578967e-40
0.007980000000000001,1.1211060236129537e-40
0.008,1.0981314688597264e-40
0.008020000000000001,1.1241155159706592e-40
0.00804,1.223249840635008e-40
0.008060000000000001,9.628589606040517e-41
0.00808,7.611679464642312e-41
0.008100000000000001,9.496881646501555e-41
0.00812,9.466679513742385e-41
0.008140000000000001,1.2124201297143931e-40
0.00816,1.1814818355737225e-40
0.008180000000000002,1.3822862054898894e-40
0.0082,1.1407535966809745e-40
0.00822,1.0894575042671555e-40
0.00824,1.307797098232556e-40
0.00826,1.3205822406847855e-40
0.008280000000000001,1.2375260398226654e-40
0.0083,1.256198688920391e-40
0.008320000000000001,1.232825652363708e-40
0.00834,1.3713447486791481e-40
0.008360000000000001,1.265598533871053e-40
0.00838,1.2499184859771187e-40
0.008400000000000001,1.3803945018677623e-40
0.00842,1.4883686296261114e-40
0.008440000000000001,1.075190528817555e-40
0.00846,1.5985025419178604e-40
0.008480000000000001,1.7389615304452447e-40
0.0085,1.850892481913234e-40
0.008520000000000002,1.7275161494462595e-40
0.00854,1.448647977212659e-40
0.00856,1.2442298696541314e-40
0.00858,1.4128878870079027e-40
0.0086,1.660967193110727e-40
0.008620000000000001,1.6092941600506414e-40
0.00864,1.3551391680924022e-40
0.008660000000000001,1.2640085102331748e-40
0.00868,1.2659725677436441e-40
0.008700000000000001,1.466226807093136e-40
0.00872,1.8060152746494181e-40
0.008740000000000001,2.1486484266237028e-40
0.00876,1.991548647342253e-40
0.008780000000000001,1.6193857184081055e-40
0.0088,1.7623362301406469e-40
0.008820000000000001,2.1825686262194244e-40
0.00884,1.6720501725388015e-40
0.008860000000000002,1.70698899296925e-40
0.00888,1.5561123026160714e-40
0.0089,1.2892443841304686e-40
0.00892,1.3716825210629298e-40
0.00894,1.4034666173051863e-40
0.008960000000000001,1.7382931882319585e-40
0.00898,1.7941676733668711e-40
0.009000000000000001,2.2919881770641947e-40
0.00902,2.4563267815765513e-40
0.009040000000000001,1.994224101381521e-40
0.00906,1.4458134130196461e-40
0.009080000000000001,1.7399158910555177e-40
0.0091,2.3889891728980776e-40
0.009120000000000001,2.6491016394575885e-40
0.00914,2.0397365406950617e-40
0.009160000000000001,1.2867761806932535e-40
0.00918,1.967017148797113e-40
0.009200000000000002,1.7989849885698892e-40
0.00922,1.7103369360817878e-40
0.00924,1.6549331308136802e-40
0.009260000000000001,1.3597316339975114e-40
0.00928,1.3156671609681706e-40
0.009300000000000001,2.027209746905006e-40
0.00932,2.1878346122903286e-40
0.009340000000000001,1.8637354096729348e-40
0.00936,2.0061915202856046e-40
0.009380000000000001,2.341737305994326e-40
0.0094,2.6112667731557575e-40
0.009420000000000001,2.402509306587619e-40
0.00944,2.3898896920630617e-40
0.009460000000000001,3.1051433600359673e-40
0.00948,2.4592665716742e-40
0.009500000000000001,1.8337265138857244e-40
0.00952,2.9542194860917853e-40
0.009540000000000002,3.0560357202477003e-40
0.00956,1.8782800928846766e-40
0.00958,1.7899279929375276e-40
0.009600000000000001,2.3307406454479907e-40
0.00962,2.4822607974056485e-40
0.009640000000000001,2.28265369218436e-40
0.00966,2.836225965697688e-40
0.009680000000000001,3.026360006085072e-40
0.0097,3.0743957323640347e-40
0.009720000000000001,3.1303269259486653e-40
0.00974,2.6961360982397815e-40
0.009760000000000001,2.2934673024128342e-40
0.00978,2.3517147863616344e-40
0.009800000000000001,2.004799602782561e-40
0.00982,2.6363143293775845e-40
0.009840000000000002,2.4901195866416535e-40
0.00986,2.9875668382952246e-40
0.009880000000000002,2.410323523473809e-40
0.0099,2.6819309771885732e-40
0.00992,2.6705090350344276e-40
0.009940000000000001,2.752244164099863e-40
0.00996,3.218404379046732e-40
0.009980000000000001,3.286546544508619e-40
0.01,2.6955550458797148e-40
0.010020000000000001,2.9221231922892626e-40
0.01004,2.78762151571606e-40
0.010060000000000001,2.776529409573916e-40
0.01008,2.780217079971592e-40
0.010100000000000001,3.5674541171227903e-40
0.01012,3.1070741113151754e-40
0.010140000000000001,3.024540630445914e-40
0.01016,2.857277889916687e-40
0.010180000000000002,3.2371395807543745e-40
0.0102,3.5199021820229614e-40
0.010220000000000002,3.8277870032288e-40
0.01024,3.2072967162218128e-40
0.01026,2.8131621049096066e-40
0.010280000000000001,3.010617418500765e-40
0.0103,4.041411602585901e-40
0.010320000000000001,3.715669109072073e-40
0.01034,3.4742597840739305e-40
0.010360000000000001,3.71591528797984e-40
0.01038,3.976403175932464e-40
0.010400000000000001,3.752131186017571e-40
0.01042,4.207811980490117e-40
0.010440000000000001,3.4117483288832733e-40
0.01046,3.7152608534887935e-40
0.010480000000000001,3.3144194398403085e-40
0.0105,3.4930761454848875e-40
0.010520000000000002,3.525479029920855e-40
0.01054,4.5378570162520246e-40
0.010560000000000002,3.918741800908682e-40
0.01058,3.8035460728004545e-40
0.0106,3.9486383000043686e-40
0.010620000000000001,4.085881193105804e-40
0.01064,3.2709823861156798e-40
0.010660000000000001,3.1882537301572125e-40
0.01068,3.835010050347423e-40
0.010700000000000001,3.98476342134138e-40
0.01072,4.957105038976465e-40
0.010740000000000001,4.791052315329226e-40
0.01076,3.79021650630054e-40
0.010780000000000001,4.726404792943528e-40
0.0108,6.087185036447557e-40
0.010820000000000001,5.1170764902408944e-40
0.01084,3.637894251076995e-40
0.010860000000000002,3.65447934696769e-40
0.01088,3.5425161208998497e-40
0.010900000000000002,3.456411500261653e-40
0.010920000000000001,3.92176735272244e-40
0.01094,3.258079790696317e-40
0.010960000000000001,4.313879939435434e-40
0.01098,4.68535406339636e-40
0.011000000000000001,4.964538678373245e-40
0.01102,5.5871960868591584e-40
0.011040000000000001,4.938146872641164e-40
0.01106,4.877993457668614e-40
